subcriterion_id,criterion_id,area_id,criterion_type,sharpens,text,source_document
OPS-13.01B,OPS-13,OPS,basic,,"The cloud service provider integrates relevant log data (cloud service derived data and cloud service provider data) into a Security Information and Event Management (SIEM) system to establish a seamless connection between logging, monitoring, and security incident management.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-13.02B,OPS-13,OPS,basic,,"The SIEM system is deployed within the cloud environment or externally and includes the following capabilities: 1. Standardisation of log data; Basic Criteria, Additional Criteria, Supplementary Information 2. Automated analysis to identify and correlate potential security incidents; 3. Capabilities to detect unusual behaviour and potential threats; 4. Real-time alerting to inform the incident response team of critical events; 5. Reporting to the incident response team in case new information relevant to an event becomes available; and 6. Automated response mechanisms for addressing security incidents.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-13.01AC,OPS-13,OPS,additional_complementing,,The cloud service provider validates the correct operation of event detection processes on appropriate assets. The appropriateness of the assets is identified in accordance with the asset classification schema (cf. AM-09).,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-13.02AC,OPS-13,OPS,additional_complementing,,Timely and appropriate remediation measures address any deviations identified during validation.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-13.03AC,OPS-13,OPS,additional_complementing,,"If an event that can lead to security incidents is identified, incident handling activities by the cloud service provider are triggered without undue delay.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-14.01B,OPS-14,OPS,basic,,"The cloud service provider retains the generated log data, including SIEM log data, and keeps it in an appropriate, unchangeable and aggregated form, regardless of the source of such data, so that a central, authorised evaluation of the data is possible.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-14.02B,OPS-14,OPS,basic,,Log data is deleted if it is no longer required for the purpose for which it was collected.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-14.03B,OPS-14,OPS,basic,,"Between logging servers and the assets to be logged, authentication measures are in place to protect the integrity and authenticity of the information transmitted and stored. The transfer uses state of the art encryption or a dedicated administration network (out-of-band management).","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-15.01B,OPS-15,OPS,basic,,"The log data generated - compromising both cloud service derived data and cloud service provider data - enables unambiguous identification of user access at the tenant level, supporting effective forensic analysis in the event of a security incident.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-15.02B,OPS-15,OPS,basic,,Each logged event includes a time/date stamp to ensure accurate and traceable records.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-15.03B,OPS-15,OPS,basic,,The cloud service provider is able to support forensic analysis of incidents and to retain a chain of evidence. This implies that the cloud service provider capture the state of hardware objects and network communication during security events.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-15.01AC,OPS-15,OPS,additional_complementing,,"On request of the cloud service customer, the cloud service provider provides the logs relating to the cloud service customer in an appropriate form and in a timely manner so that the cloud service customer can investigate any incidents relating to them.","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-15.02AC,OPS-15,OPS,additional_complementing,,"The aforementioned logs are collected and maintained using controls and processes that preserve their integrity and reliability for security monitoring and incident investigation purposes. This implies, but is not limited to: 1. Records are complete and have not been tampered with in any way; 2. Logging systems are clock synchronised, logs include accurate timestamps; 3. Copies of electronic evidence are provably identical to the originals; and 4. Any information system from which evidence has been gathered was operating correctly at the time the evidence was recorded. Basic Criteria, Additional Criteria, Supplementary Information","BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-16.01B,OPS-16,OPS,basic,,Access to system components for logging and monitoring in the cloud service provider’s area of responsibility is restricted to authorised users and requires authentication with two or more factors.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-16.02B,OPS-16,OPS,basic,,Changes to the configuration are made in accordance with the applicable policies (cf. DEV-03).,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
OPS-17.01B,OPS-17,OPS,basic,,The cloud service provider monitors the availability of the system components for logging and monitoring in its area of responsibility.,"BSI Cloud Computing Compliance Criteria Catalogue (C5:2026), Version 1.0.1, Federal Office for Information Security (Germany) - KB 2/Germany/BSI Cloud Computing Compliance Controls Catalogue.pdf"
